Order_ID,Customer_ID,Order_Date,Product_ID,Product_Category,Product_Name,Unit_Price,Quantity,Discount,Payment_Method,Shipping_Method,Shipping_Cost,Order_Status,Customer_Age,Customer_Gender,Region,Customer_Rating,Ship_Date,City,Total_Amount
ORD3459,CUST7532,2024-09-16,PROD002,家居,,698.65,,0.06,貨到付款,標準,15.63,,65.0,男,北部,2.0,2024-09-23,基隆,6567.31
ORD3460,,,PROD031,電子產品,產品37,650.4,1.0,0.26,信用卡,標準,44.28,處理中,,女,北部,2.0,2023-08-22,新竹,481.3
ORD3461,CUST2411,2024-09-19,PROD060,家居,,,4.0,0.2,PayPal,次日達,26.09,已取消,31.0,女,南部,,2024-09-24,台南,892.51
ORD3462,CUST5558,2024-08-20,PROD020,電子產品,產品19,160.43,12.0,0.16,貨到付款,標準,6.78,已取消,29.0,未指定,中部,5.0,2024-08-28,彰化,1617.13
ORD3463,CUST4863,2024-09-29,PROD030,服飾,產品27,637.76,9.0,0.12,信用卡,,10.12,已取消,69.0,男,南部,,2024-10-04,台南,5051.06
ORD3464,CUST9643,2024-09-12,PROD096,家居,產品40,,4.0,0.13,PayPal,標準,15.56,已完成,43.0,女,南部,5.0,,台南,2092.56
ORD3465,CUST5112,2023-12-23,PROD036,美妝,產品17,,,0.02,行動支付,標準,29.51,已退貨,33.0,,中部,2.0,2023-12-29,,1618.12
ORD3466,CUST1217,2024-05-24,PROD031,服飾,產品49,,6.0,0.14,PayPal,標準,16.62,已退貨,70.0,未指定,北部,4.0,,新竹,3646.11
ORD3467,CUST3202,2024-10-10,PROD023,服飾,產品26,457.9,1.0,0.24,行動支付,,37.35,,25.0,女,南部,1.0,2024-10-11,高雄,348.0
ORD3468,CUST2444,2023-02-17,PROD082,家居,產品40,669.42,10.0,0.12,行動支付,快遞,,已完成,66.0,男,,5.0,2023-02-21,台中,5890.9
ORD3469,CUST4508,2025-01-26,PROD075,,產品21,838.18,14.0,0.12,行動支付,,43.69,處理中,66.0,女,,3.0,2025-02-05,台中,10326.38
ORD3470,CUST5633,2024-10-17,PROD058,美妝,,173.88,18.0,0.0,信用卡,標準,25.05,,45.0,未指定,東部,3.0,2024-10-27,台東,3129.84
ORD3471,CUST4364,2024-07-23,PROD016,美妝,產品12,24.05,6.0,0.14,行動支付,快遞,16.56,已退貨,24.0,女,,3.0,,新竹,
ORD3472,CUST2078,2024-06-24,PROD036,家居,產品19,,18.0,0.01,,次日達,49.81,,32.0,女,中部,1.0,2024-06-30,,13903.34
ORD3473,,2023-03-06,PROD002,電子產品,產品34,611.65,20.0,,信用卡,次日達,17.78,已取消,78.0,男,南部,,2023-03-11,台南,10153.39
ORD3474,CUST4561,2024-08-29,PROD031,服飾,產品41,701.14,16.0,0.15,PayPal,快遞,,處理中,77.0,,北部,,,基隆,9535.5
ORD3475,CUST3208,2023-07-15,,電子產品,產品10,838.96,15.0,0.25,,次日達,40.46,已退貨,58.0,女,北部,5.0,2023-07-23,基隆,9438.3
ORD3476,CUST5640,2025-01-02,,,產品44,803.8,16.0,,,快遞,4.43,處理中,53.0,未指定,南部,,2025-01-07,高雄,10674.46
ORD3477,CUST7704,2024-09-13,PROD042,家居,產品47,961.12,8.0,0.1,貨到付款,次日達,19.32,已退貨,,女,,4.0,,新竹,6920.06
ORD3478,CUST4036,2023-11-29,PROD055,家居,產品26,538.26,13.0,0.15,信用卡,次日達,4.29,已取消,27.0,女,中部,,2023-12-04,彰化,5947.77
ORD3479,CUST9084,2024-10-10,PROD035,電子產品,產品44,491.05,11.0,0.21,PayPal,次日達,6.97,,32.0,女,東部,3.0,,花蓮,4267.22
ORD3480,CUST3470,2023-03-19,PROD089,電子產品,產品48,404.88,7.0,0.03,行動支付,次日達,0.23,,72.0,未指定,北部,2.0,2023-03-25,基隆,2749.14
ORD3481,,2023-03-16,PROD096,電子產品,產品5,157.92,17.0,0.19,信用卡,次日達,0.48,處理中,79.0,男,東部,1.0,2023-03-18,花蓮,2174.56
ORD3482,CUST9161,,PROD088,美妝,產品23,574.74,18.0,0.27,PayPal,快遞,19.01,處理中,35.0,男,北部,2.0,2023-01-26,台北,7552.08
ORD3483,CUST1741,2023-04-16,PROD067,服飾,產品32,280.63,19.0,0.09,貨到付款,快遞,40.46,已取消,63.0,未指定,南部,1.0,2023-04-25,高雄,4852.09
ORD3484,,2023-04-07,PROD021,美妝,產品6,921.7,13.0,,,次日達,29.35,,54.0,未指定,東部,1.0,2023-04-17,花蓮,9705.5
ORD3485,CUST6819,,PROD070,服飾,產品22,,15.0,0.25,貨到付款,快遞,31.75,已退貨,58.0,男,中部,5.0,2024-06-07,台中,6584.29
ORD3486,CUST6826,2024-02-07,PROD073,服飾,產品28,594.88,1.0,0.15,行動支付,次日達,25.96,已完成,62.0,男,南部,3.0,2024-02-08,,505.65
ORD3487,CUST8021,2023-05-05,PROD023,服飾,產品22,358.15,16.0,0.22,,次日達,40.99,已完成,78.0,未指定,,5.0,2023-05-10,台北,4469.71
ORD3488,CUST6762,2023-10-28,PROD054,,產品36,56.73,5.0,0.09,行動支付,次日達,44.02,處理中,74.0,男,南部,2.0,2023-11-06,高雄,258.12
ORD3489,CUST3764,2025-03-18,PROD050,美妝,產品14,36.59,3.0,,,標準,42.49,處理中,68.0,未指定,,2.0,2025-03-23,新竹,
ORD3490,CUST3263,2024-04-23,PROD046,美妝,產品38,426.22,10.0,0.2,行動支付,,40.61,已取消,60.0,未指定,中部,4.0,,彰化,3409.76
ORD3491,CUST6070,2025-03-27,PROD083,,產品24,89.14,19.0,0.21,貨到付款,標準,9.14,已完成,61.0,男,北部,5.0,2025-03-31,基隆,1337.99
ORD3492,CUST6859,2024-04-07,PROD024,電子產品,產品1,608.81,5.0,0.28,行動支付,次日達,29.69,,52.0,女,北部,5.0,2024-04-14,新竹,2191.72
ORD3493,CUST5428,2024-03-06,PROD078,家居,產品30,881.57,7.0,0.07,信用卡,次日達,,已退貨,19.0,男,北部,5.0,2024-03-09,新竹,
ORD3494,CUST7554,2025-03-01,PROD062,美妝,產品23,883.5,14.0,0.14,信用卡,次日達,26.4,已退貨,72.0,男,東部,4.0,2025-03-02,花蓮,10637.34
ORD3495,CUST3586,2024-05-21,PROD018,家居,產品28,660.75,3.0,0.08,貨到付款,標準,24.04,已退貨,39.0,女,南部,5.0,2024-05-23,台南,1823.67
ORD3496,CUST7493,2024-11-22,,服飾,,215.18,13.0,0.02,行動支付,,4.46,已完成,32.0,,南部,5.0,2024-11-23,台南,2741.39
ORD3497,CUST4476,2024-07-07,PROD094,服飾,產品11,863.68,13.0,0.12,,次日達,5.11,已完成,54.0,女,北部,5.0,2024-07-11,基隆,9880.5
ORD3498,CUST3392,2025-03-15,PROD053,電子產品,產品41,886.66,10.0,0.11,信用卡,快遞,45.11,已退貨,56.0,未指定,中部,5.0,2025-03-18,台中,7891.27
ORD3499,CUST2284,2023-12-16,PROD070,家居,產品33,200.67,2.0,0.08,PayPal,標準,31.51,處理中,53.0,男,東部,2.0,2023-12-17,花蓮,369.23
ORD3500,CUST4661,2024-03-17,PROD093,電子產品,產品40,738.74,6.0,0.09,PayPal,標準,13.12,處理中,22.0,男,中部,3.0,2024-03-19,彰化,4033.52
ORD3501,CUST8297,2024-12-03,PROD095,家居,產品13,290.09,8.0,0.11,信用卡,,13.97,處理中,74.0,未指定,東部,2.0,2024-12-05,台東,2065.44
ORD3502,CUST3638,2023-01-07,PROD057,電子產品,產品7,803.63,4.0,,信用卡,次日達,30.51,,65.0,未指定,南部,5.0,2023-01-16,高雄,2250.16
ORD3503,CUST1298,2024-10-08,PROD018,電子產品,產品2,997.25,12.0,0.23,信用卡,快遞,20.35,,32.0,男,東部,1.0,2024-10-09,台東,9214.59
ORD3504,CUST5189,2023-04-07,PROD007,,產品46,34.88,15.0,0.02,貨到付款,,22.07,已完成,44.0,女,中部,1.0,2023-04-10,,512.74
ORD3505,CUST1030,,PROD061,家居,產品24,897.88,8.0,0.26,信用卡,快遞,3.03,已取消,33.0,女,東部,4.0,2023-10-26,花蓮,5315.45
ORD3506,CUST3294,2024-07-31,PROD019,,產品5,624.52,7.0,0.19,貨到付款,快遞,6.94,已完成,74.0,女,南部,2.0,2024-08-03,高雄,3541.03
ORD3507,CUST8286,2023-06-25,PROD057,美妝,產品32,973.52,,,貨到付款,次日達,19.67,已退貨,,女,東部,4.0,2023-06-29,花蓮,9949.37
ORD3508,CUST9631,,PROD090,服飾,,467.68,19.0,0.1,行動支付,次日達,34.98,處理中,55.0,女,北部,4.0,2023-02-11,新竹,7997.33
ORD3509,CUST4909,2024-08-12,,美妝,,848.15,14.0,0.14,,快遞,2.4,已退貨,,,東部,1.0,2024-08-14,台東,10211.73
ORD3510,CUST5334,2024-08-28,PROD043,服飾,產品26,67.08,,0.27,,,16.73,已完成,52.0,男,中部,2.0,2024-09-04,,636.59
ORD3511,CUST9412,,PROD058,服飾,,338.6,1.0,0.08,貨到付款,快遞,34.75,已完成,42.0,女,中部,3.0,2024-04-14,彰化,
ORD3512,CUST3383,2024-03-27,PROD060,服飾,產品49,71.68,19.0,0.27,PayPal,次日達,39.6,已完成,39.0,女,北部,,2024-04-05,台北,994.2
ORD3513,CUST1381,2023-11-13,PROD016,服飾,產品38,975.47,1.0,0.25,信用卡,標準,9.51,已退貨,73.0,未指定,東部,4.0,,台東,731.6
ORD3514,CUST9627,2023-04-04,PROD012,美妝,產品1,817.89,4.0,0.29,行動支付,標準,36.57,處理中,48.0,男,南部,,2023-04-11,,2322.81
ORD3515,CUST7156,2024-06-29,PROD092,電子產品,產品44,853.28,10.0,0.1,PayPal,快遞,47.77,,76.0,未指定,南部,4.0,2024-06-30,,7679.52
ORD3516,CUST2705,2023-01-23,PROD002,家居,產品7,938.28,,0.07,貨到付款,次日達,45.34,已取消,,男,東部,2.0,2023-01-25,花蓮,2617.8
ORD3517,CUST1666,2024-03-07,PROD069,家居,產品28,89.68,20.0,0.1,PayPal,快遞,39.47,,51.0,女,中部,1.0,2024-03-17,彰化,1614.24
ORD3518,CUST8439,2024-12-26,PROD079,電子產品,產品17,388.67,9.0,0.29,行動支付,標準,35.62,已退貨,40.0,未指定,北部,2.0,2025-01-05,台北,2483.6
ORD3519,CUST4205,2024-12-30,,服飾,產品1,75.68,3.0,0.1,貨到付款,,11.76,處理中,33.0,男,,3.0,2025-01-04,基隆,204.34
ORD3520,CUST5103,,PROD031,家居,,214.74,6.0,0.17,信用卡,,31.7,已取消,23.0,男,南部,5.0,2023-10-19,高雄,1069.41
ORD3521,,2024-05-07,PROD096,電子產品,產品50,233.22,6.0,0.12,PayPal,次日達,32.16,已完成,76.0,女,北部,5.0,2024-05-12,台北,1231.4
ORD3522,CUST3146,2024-09-02,PROD027,電子產品,產品6,471.76,12.0,0.12,行動支付,標準,20.34,已取消,32.0,女,北部,4.0,2024-09-04,新竹,4981.79
ORD3523,CUST3471,2023-12-04,PROD015,家居,產品27,272.22,1.0,0.06,PayPal,標準,24.65,已取消,35.0,,中部,,2023-12-10,台中,255.89
ORD3524,CUST6437,2024-12-19,PROD026,美妝,,105.47,16.0,0.16,行動支付,次日達,34.7,已取消,55.0,未指定,南部,1.0,2024-12-26,台南,1417.52
ORD3525,CUST1194,2025-01-06,PROD013,美妝,產品10,171.65,,0.25,行動支付,標準,47.61,處理中,30.0,男,東部,3.0,2025-01-12,,643.69
ORD3526,CUST2028,2023-11-28,,服飾,產品38,151.54,9.0,0.01,貨到付款,快遞,14.77,已退貨,41.0,男,北部,4.0,2023-12-08,基隆,1350.22
ORD3527,CUST4537,2024-08-18,PROD049,服飾,產品33,973.21,10.0,0.27,貨到付款,標準,12.32,處理中,30.0,未指定,北部,2.0,,基隆,7104.43
ORD3528,CUST6625,2024-06-17,PROD086,家居,產品22,760.5,13.0,0.2,行動支付,快遞,30.09,處理中,18.0,未指定,南部,1.0,2024-06-22,,7909.2
ORD3529,,2023-11-05,PROD063,服飾,產品21,967.92,15.0,0.19,PayPal,快遞,6.54,已取消,65.0,女,中部,,2023-11-08,彰化,11760.23
ORD3530,CUST9886,2024-03-10,PROD041,美妝,產品20,442.54,12.0,0.19,信用卡,快遞,29.13,處理中,53.0,未指定,東部,,2024-03-18,花蓮,4301.49
ORD3531,CUST5436,2024-11-22,PROD068,服飾,產品35,281.98,5.0,0.09,貨到付款,次日達,4.44,已完成,66.0,女,中部,2.0,2024-11-29,彰化,1283.01
ORD3532,CUST1035,2023-06-21,PROD021,家居,產品27,799.3,5.0,0.12,信用卡,標準,24.53,已退貨,35.0,男,東部,2.0,2023-06-28,花蓮,3516.92
ORD3533,CUST6619,2023-10-13,PROD060,,產品26,,18.0,0.24,PayPal,快遞,31.02,處理中,,未指定,南部,4.0,2023-10-18,台南,4509.2
ORD3534,CUST6146,2024-12-28,,服飾,產品48,302.89,12.0,,貨到付款,次日達,3.51,已取消,50.0,未指定,中部,2.0,2025-01-06,台中,3307.56
ORD3535,CUST9160,2024-08-03,PROD056,美妝,產品30,,,0.14,PayPal,快遞,10.35,已退貨,,女,北部,2.0,2024-08-05,,609.76
ORD3536,CUST9152,2024-12-01,PROD051,電子產品,產品32,134.03,7.0,0.01,行動支付,快遞,,處理中,60.0,男,東部,4.0,,花蓮,928.83
ORD3537,CUST4445,2023-12-04,PROD080,電子產品,產品21,,17.0,0.22,貨到付款,次日達,18.43,已完成,23.0,男,東部,4.0,2023-12-05,台東,3449.99
ORD3538,CUST7121,2024-09-10,PROD007,,產品3,358.54,,0.13,信用卡,標準,33.81,處理中,34.0,男,中部,5.0,2024-09-14,彰化,5926.67
ORD3539,CUST7811,2024-03-09,PROD033,,產品38,675.62,18.0,0.16,行動支付,次日達,26.45,已取消,21.0,女,北部,5.0,2024-03-19,基隆,10215.37
ORD3540,CUST2056,,PROD017,電子產品,產品20,67.25,1.0,0.03,貨到付款,次日達,19.11,已退貨,31.0,男,東部,4.0,2025-02-13,,
ORD3541,CUST1541,2023-02-21,,服飾,產品40,214.45,5.0,0.3,信用卡,次日達,22.53,已完成,47.0,未指定,東部,3.0,2023-03-02,花蓮,750.58
ORD3542,CUST1164,2023-07-30,PROD009,美妝,,809.98,2.0,0.09,貨到付款,次日達,0.65,已退貨,63.0,未指定,中部,1.0,2023-08-05,彰化,
ORD3543,CUST8460,2023-11-09,,電子產品,產品25,151.19,1.0,,信用卡,快遞,38.53,已退貨,,未指定,南部,4.0,2023-11-12,台南,122.46
ORD3544,CUST3738,2024-03-22,PROD001,美妝,產品29,345.93,7.0,0.17,,,2.05,已取消,25.0,男,中部,5.0,2024-03-25,台中,2009.85
ORD3545,,2024-11-23,PROD003,美妝,產品22,865.34,11.0,0.24,PayPal,快遞,41.47,已完成,71.0,男,東部,2.0,2024-12-02,台東,7234.24
ORD3546,CUST7345,2023-10-16,PROD019,電子產品,產品50,159.15,11.0,0.09,,快遞,27.05,已退貨,19.0,女,,4.0,2023-10-19,高雄,1593.09
ORD3547,CUST6294,2025-03-27,,家居,產品50,87.32,18.0,,信用卡,次日達,26.39,已退貨,54.0,男,中部,4.0,,台中,1210.26
ORD3548,CUST4184,2024-04-14,PROD077,電子產品,產品5,487.12,17.0,0.11,行動支付,次日達,35.23,已取消,21.0,女,北部,,2024-04-18,基隆,7370.13
ORD3549,CUST3652,2023-08-16,PROD056,電子產品,產品44,305.91,2.0,0.12,信用卡,快遞,42.98,處理中,27.0,女,,5.0,2023-08-23,台中,538.4
ORD3550,CUST7467,2024-12-03,PROD009,家居,產品42,565.59,7.0,0.2,信用卡,,47.13,已完成,37.0,男,中部,3.0,2024-12-11,彰化,3167.3
ORD3551,CUST1735,2023-10-12,PROD094,,產品18,804.79,,0.24,貨到付款,快遞,27.17,處理中,77.0,未指定,東部,,2023-10-18,台東,4281.48
ORD3552,CUST4512,2023-01-07,PROD083,美妝,產品46,,10.0,0.2,PayPal,次日達,7.53,已取消,73.0,,中部,5.0,,台中,1131.68
ORD3553,CUST2594,2024-02-19,PROD096,美妝,產品6,582.8,,0.27,PayPal,次日達,43.93,已退貨,70.0,,中部,5.0,2024-02-25,彰化,1276.33
ORD3554,CUST4293,2023-01-08,PROD052,服飾,產品11,507.98,12.0,0.09,PayPal,次日達,2.03,已取消,,男,南部,2.0,2023-01-09,高雄,5547.14
ORD3555,CUST5926,2024-07-21,PROD033,美妝,產品8,148.36,3.0,0.27,信用卡,標準,40.37,已取消,65.0,男,中部,4.0,,彰化,
ORD3556,CUST3930,2023-07-22,PROD022,電子產品,產品7,625.88,11.0,0.04,行動支付,次日達,34.02,已完成,27.0,未指定,南部,4.0,2023-08-01,台南,6609.29
ORD3557,CUST7746,2024-03-09,PROD058,美妝,產品24,277.27,12.0,0.2,PayPal,次日達,45.24,,45.0,,北部,5.0,,,2661.79
ORD3558,CUST9824,2025-02-03,PROD055,美妝,產品33,490.4,4.0,0.16,PayPal,快遞,44.87,,32.0,女,南部,3.0,,高雄,1647.74
ORD3559,CUST2805,2023-07-17,PROD038,電子產品,產品9,86.86,16.0,0.15,PayPal,快遞,2.66,已完成,53.0,未指定,中部,5.0,2023-07-25,彰化,1181.3
ORD3560,CUST1643,2023-03-19,PROD056,美妝,產品2,462.29,20.0,0.09,貨到付款,,30.47,已取消,18.0,未指定,東部,3.0,,,8413.68
ORD3561,CUST6753,2024-08-22,PROD076,服飾,產品15,309.93,18.0,0.15,貨到付款,快遞,6.23,已完成,39.0,女,東部,4.0,2024-08-24,花蓮,4741.93
ORD3562,CUST8316,2023-04-20,PROD044,美妝,,823.27,4.0,,行動支付,次日達,3.92,已取消,44.0,女,北部,3.0,2023-04-23,基隆,3128.43
ORD3563,CUST5201,2023-09-28,,家居,產品45,61.69,6.0,0.11,行動支付,次日達,22.41,已退貨,46.0,未指定,,,2023-10-03,台東,
ORD3564,CUST6367,2024-11-09,PROD066,家居,產品1,421.51,15.0,0.03,信用卡,快遞,,已完成,32.0,女,北部,1.0,2024-11-18,,6132.97
ORD3565,CUST5561,2025-03-04,PROD055,服飾,產品21,461.14,1.0,0.17,行動支付,快遞,36.4,處理中,,男,北部,3.0,2025-03-08,基隆,382.75
ORD3566,CUST1181,2024-12-18,PROD076,家居,產品22,726.38,3.0,0.03,信用卡,次日達,,已退貨,37.0,男,北部,3.0,2024-12-27,基隆,2113.77
ORD3567,CUST6594,2024-03-16,PROD006,電子產品,產品10,576.42,5.0,0.05,PayPal,次日達,,已完成,39.0,女,北部,2.0,2024-03-18,基隆,2738.0
ORD3568,CUST1219,2025-01-27,PROD086,電子產品,產品21,668.88,17.0,0.03,貨到付款,快遞,11.76,已完成,67.0,,中部,4.0,2025-02-06,彰化,11029.83
ORD3569,CUST5803,2024-08-16,,電子產品,產品43,778.16,14.0,,PayPal,次日達,42.16,處理中,65.0,男,北部,,2024-08-21,新竹,9695.87
ORD3570,CUST4521,2023-08-26,PROD099,電子產品,,862.89,9.0,0.25,行動支付,快遞,42.66,處理中,70.0,未指定,南部,1.0,2023-09-05,台南,5824.51
ORD3571,CUST7834,2025-02-21,PROD045,電子產品,,317.31,,0.27,貨到付款,,36.64,已完成,76.0,女,南部,3.0,2025-02-22,高雄,694.91
ORD3572,CUST2102,2025-02-13,PROD072,家居,產品20,540.33,,0.02,貨到付款,快遞,30.76,已退貨,26.0,未指定,北部,2.0,2025-02-19,基隆,6883.8
ORD3573,CUST6230,2023-06-02,PROD024,服飾,產品45,840.91,3.0,0.19,行動支付,次日達,43.39,已退貨,73.0,未指定,南部,2.0,2023-06-11,高雄,2043.41
ORD3574,CUST1466,2023-01-21,PROD033,電子產品,產品10,989.5,11.0,0.21,,次日達,,已退貨,68.0,未指定,南部,5.0,2023-01-26,高雄,8598.76
ORD3575,CUST3071,2024-02-18,,,產品6,890.07,2.0,0.16,行動支付,次日達,46.58,已完成,49.0,未指定,東部,5.0,2024-02-22,台東,1495.32
ORD3576,CUST6793,,PROD002,家居,產品28,374.61,15.0,0.2,信用卡,次日達,47.36,處理中,34.0,男,,4.0,2024-05-27,台南,4495.32
ORD3577,CUST6131,2024-08-30,PROD005,電子產品,產品16,199.19,13.0,0.07,行動支付,,,已退貨,59.0,女,,3.0,2024-09-07,台南,2408.21
ORD3578,CUST9578,2024-04-22,PROD020,家居,產品2,,,0.15,信用卡,快遞,12.53,已取消,36.0,男,中部,2.0,2024-05-02,台中,7944.99
ORD3579,CUST5938,2023-12-22,PROD055,家居,產品25,742.93,16.0,0.12,信用卡,標準,,已取消,57.0,男,中部,1.0,2023-12-27,彰化,10460.45
ORD3580,CUST8220,2024-03-13,PROD075,美妝,產品8,495.11,,0.03,行動支付,,24.88,已完成,44.0,男,東部,4.0,2024-03-19,,8644.62
ORD3581,,2024-05-25,PROD070,美妝,產品17,485.76,7.0,,信用卡,,29.75,,68.0,未指定,中部,3.0,,台中,2754.26
ORD3582,CUST8043,2023-09-27,PROD064,電子產品,產品18,839.04,13.0,0.15,PayPal,次日達,42.03,已完成,54.0,男,東部,5.0,,花蓮,9271.39
ORD3583,CUST1080,2024-01-18,PROD088,家居,產品2,364.6,4.0,0.08,信用卡,標準,1.48,已取消,51.0,,中部,3.0,2024-01-19,彰化,1341.73
ORD3584,CUST6437,2023-05-01,PROD070,電子產品,產品19,860.5,9.0,0.14,信用卡,次日達,18.15,,64.0,未指定,,5.0,2023-05-04,基隆,6660.27
ORD3585,CUST1598,,,美妝,產品48,409.77,10.0,,行動支付,快遞,40.78,已取消,66.0,男,東部,3.0,2025-01-14,台東,3155.23
ORD3586,CUST3544,2023-02-23,PROD036,美妝,產品33,331.59,9.0,0.24,信用卡,快遞,40.7,已取消,76.0,,中部,1.0,2023-03-03,彰化,2268.08
ORD3587,,2023-10-16,PROD060,服飾,產品50,456.72,7.0,0.19,PayPal,標準,42.43,處理中,27.0,,北部,4.0,2023-10-22,新竹,2589.6
ORD3588,CUST1677,2023-04-01,PROD073,電子產品,產品11,763.63,15.0,0.14,信用卡,標準,8.46,已完成,80.0,女,,,2023-04-08,花蓮,
ORD3589,CUST3926,2024-07-19,PROD022,美妝,,130.37,8.0,,PayPal,標準,35.29,處理中,47.0,女,東部,1.0,2024-07-27,花蓮,865.66
ORD3590,CUST6353,2023-07-02,PROD076,電子產品,產品20,200.44,19.0,0.12,PayPal,標準,7.33,處理中,38.0,男,北部,2.0,2023-07-11,新竹,3351.36
ORD3591,CUST4927,2024-11-10,PROD073,服飾,,951.69,11.0,0.04,信用卡,快遞,39.25,已取消,,女,中部,1.0,2024-11-20,彰化,10049.85
ORD3592,CUST6033,2025-02-11,PROD041,服飾,產品4,179.61,5.0,0.12,行動支付,標準,12.26,已退貨,71.0,未指定,中部,1.0,2025-02-16,彰化,790.28
ORD3593,,2024-12-18,PROD041,美妝,產品44,569.89,2.0,0.16,貨到付款,次日達,36.89,已取消,51.0,未指定,中部,1.0,2024-12-25,彰化,957.42
ORD3594,CUST9714,2023-12-28,,電子產品,,581.42,10.0,,,次日達,22.75,處理中,26.0,未指定,,5.0,2023-12-29,高雄,4767.64
ORD3595,CUST8481,2024-08-30,PROD076,,產品16,492.18,16.0,0.28,行動支付,標準,49.31,已完成,51.0,男,,2.0,,高雄,5669.91
ORD3596,CUST3216,2023-05-06,PROD007,服飾,產品31,646.52,13.0,0.23,,次日達,28.99,處理中,67.0,未指定,南部,4.0,2023-05-07,高雄,6471.67
ORD3597,CUST2121,2024-12-09,,電子產品,產品20,233.68,8.0,0.05,,快遞,31.63,已完成,29.0,,東部,1.0,2024-12-18,台東,1775.97
ORD3598,CUST7718,2023-06-26,PROD035,電子產品,產品9,554.9,9.0,0.05,貨到付款,快遞,18.41,已取消,64.0,未指定,東部,5.0,,花蓮,4744.39
ORD3599,CUST2927,2023-05-22,PROD041,美妝,產品36,375.31,11.0,0.03,行動支付,次日達,36.73,處理中,38.0,男,中部,5.0,2023-05-26,彰化,
ORD3600,CUST3985,2023-09-23,PROD011,家居,產品31,663.36,11.0,,,快遞,24.74,已退貨,74.0,未指定,東部,4.0,2023-09-27,,5691.63
ORD3601,,2024-08-12,PROD099,服飾,產品40,,16.0,0.21,PayPal,標準,0.9,已完成,37.0,女,東部,3.0,,台東,1839.37
ORD3602,CUST1222,2023-07-25,PROD075,電子產品,產品50,573.02,10.0,0.3,,快遞,,處理中,23.0,,南部,2.0,2023-07-31,高雄,4011.14
ORD3603,CUST2716,2024-08-22,PROD052,電子產品,,189.34,,0.16,貨到付款,快遞,41.52,已取消,67.0,未指定,東部,2.0,2024-08-24,台東,1908.55
ORD3604,CUST6766,,PROD016,美妝,產品36,282.25,6.0,0.25,貨到付款,,11.84,已完成,79.0,女,東部,1.0,2023-08-25,花蓮,1270.12
ORD3605,CUST9003,2024-08-28,PROD005,電子產品,產品36,222.62,12.0,0.17,貨到付款,快遞,,,62.0,未指定,北部,,2024-09-01,新竹,2217.3
ORD3606,CUST8872,2024-07-08,,家居,產品28,,10.0,0.26,貨到付款,標準,30.44,處理中,53.0,男,東部,2.0,2024-07-13,花蓮,1383.21
ORD3607,CUST3495,2025-01-30,PROD045,電子產品,產品9,826.58,18.0,0.22,行動支付,次日達,40.9,已完成,,,東部,1.0,2025-02-04,花蓮,11605.18
ORD3608,CUST8498,2025-02-22,PROD013,美妝,產品6,289.28,18.0,0.19,行動支付,快遞,,已退貨,29.0,女,中部,3.0,2025-03-04,彰化,4217.7
ORD3609,CUST2461,2025-02-05,PROD042,家居,產品47,927.49,4.0,,信用卡,標準,46.61,已退貨,58.0,男,北部,5.0,2025-02-07,台北,3079.27
ORD3610,CUST4198,2023-01-22,,美妝,產品3,970.08,9.0,0.22,貨到付款,標準,46.37,已取消,48.0,未指定,東部,1.0,2023-01-31,花蓮,6809.96
ORD3611,CUST4137,2024-11-07,PROD009,電子產品,產品34,573.4,7.0,0.13,PayPal,標準,10.03,已完成,19.0,女,南部,3.0,2024-11-13,高雄,3492.01
ORD3612,CUST7729,2024-08-28,PROD048,服飾,產品3,147.29,18.0,,行動支付,次日達,13.19,已完成,33.0,女,北部,4.0,2024-08-30,基隆,2571.68
ORD3613,CUST8685,2023-01-07,PROD050,電子產品,產品35,377.68,8.0,0.01,行動支付,標準,35.03,,18.0,,北部,2.0,2023-01-16,台北,2991.23
ORD3614,CUST2224,2024-11-27,PROD037,家居,產品16,798.74,11.0,,信用卡,次日達,47.59,已取消,21.0,未指定,東部,1.0,2024-12-02,,7556.08
ORD3615,CUST5202,2024-01-27,PROD058,,產品27,370.55,7.0,0.18,PayPal,快遞,,已取消,64.0,男,北部,5.0,2024-01-29,台北,2126.96
ORD3616,CUST3324,2023-04-27,PROD087,美妝,產品43,91.58,9.0,,PayPal,快遞,22.25,已完成,69.0,女,北部,1.0,2023-04-30,,807.74
ORD3617,CUST9703,,PROD042,服飾,產品13,,8.0,0.09,行動支付,標準,8.45,處理中,18.0,未指定,北部,2.0,2023-03-01,新竹,4069.52
ORD3618,CUST6236,2023-02-17,PROD041,家居,產品25,845.9,3.0,0.1,貨到付款,標準,23.05,已取消,69.0,未指定,中部,2.0,2023-02-23,彰化,2283.93
ORD3619,CUST1713,2023-07-17,PROD042,電子產品,產品11,796.95,,0.17,PayPal,,,已取消,64.0,未指定,北部,3.0,2023-07-23,新竹,11244.96
ORD3620,CUST4519,2024-05-12,PROD064,電子產品,產品46,179.25,2.0,0.08,行動支付,快遞,16.55,處理中,52.0,女,東部,5.0,2024-05-18,花蓮,329.82
ORD3621,CUST3854,2023-10-11,PROD032,家居,產品23,674.4,15.0,0.03,PayPal,次日達,25.51,已取消,30.0,女,東部,3.0,2023-10-17,花蓮,9812.52
ORD3622,CUST4868,2024-10-04,,家居,產品29,224.4,14.0,0.05,貨到付款,標準,,已取消,67.0,未指定,南部,5.0,2024-10-12,,2984.52
